,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you know local or online resources to seek help for a mental health disorder?,Do you have previous employers?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s),Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you bring up a mental health issue with a potential employer in an interview?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,Do you work remotely?,Back-end Developer,Front-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,Working in America,Living in America,Believed Mental Conditions,Male,Female,Other,Mental Condition
425,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,26.0,1,1,0,0,0,1,1,0,1,0,0,0
426,0,6,1,1,1,1,1,1,2,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,30.0,1,0,0,1,0,1,1,0,1,0,0,0
427,0,4,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,27.0,2,1,0,0,0,1,0,0,0,1,0,0
429,0,3,1,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,3,1,1,1,1,1,1,1,26.0,1,0,0,0,1,1,1,0,0,0,1,1
430,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,0,0,35.0,2,1,0,0,0,0,0,0,1,0,0,1
431,0,3,0,1,1,0,0,0,3,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,29.0,0,1,0,1,0,0,0,0,1,0,0,1
432,0,4,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,1,34.0,1,1,0,0,1,0,0,0,1,0,0,0
435,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,4,1,0,0,0,0,0,0,27.0,1,1,0,1,0,0,0,0,1,0,0,0
437,0,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,26.0,0,1,1,0,0,0,0,0,1,0,0,0
438,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,44.0,2,1,0,0,0,1,1,1,1,0,0,1
439,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,27.0,1,1,0,0,0,1,1,0,1,0,0,0
440,0,4,0,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,1,1,1,57.0,1,1,1,0,0,1,1,0,0,1,0,1
445,0,6,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,1,1,1,1,1,0,1,35.0,0,0,0,1,0,1,1,1,1,0,0,1
446,0,4,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,0,0,1,1,1,1,1,26.0,2,1,0,0,0,1,1,0,1,0,0,1
447,0,2,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,22.0,0,1,1,0,0,1,1,1,0,1,0,1
448,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,31.0,1,1,0,0,0,1,1,0,1,0,0,0
449,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,31.0,0,1,0,0,0,0,0,0,1,0,0,0
451,0,6,0,1,1,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,3,0,0,0,0,0,1,1,26.0,1,1,1,1,0,1,1,0,1,0,0,1
453,0,3,1,1,1,1,0,0,3,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,33.0,1,1,0,1,0,1,1,0,1,0,0,1
454,0,5,1,1,1,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,24.0,1,1,1,0,0,1,1,0,0,1,0,1
455,0,2,1,1,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,22.0,1,1,1,0,0,0,0,1,1,0,0,1
456,0,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,3,0,0,1,1,1,1,1,33.0,2,0,0,1,0,1,1,1,1,0,0,1
458,0,2,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,3,1,0,0,0,0,0,0,29.0,2,1,1,1,0,1,1,1,1,0,0,1
459,0,1,0,1,1,0,1,0,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,2,0,0,1,1,0,0,1,38.0,1,1,0,0,0,1,1,0,1,0,0,0
460,0,1,1,1,0,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,3,0,0,1,1,1,0,0,33.0,1,1,0,1,0,1,1,1,1,0,0,1
462,0,2,0,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,4,0,0,1,1,1,1,1,23.0,1,1,0,0,0,1,1,0,1,0,0,1
464,0,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4,1,1,1,1,1,1,1,30.0,0,1,1,0,0,1,1,0,1,0,0,1
465,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,28.0,1,1,0,0,0,1,1,0,1,0,0,0
466,0,3,1,1,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,39.0,0,1,1,0,0,1,1,1,1,0,0,1
467,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,3,0,0,1,1,1,1,1,24.0,0,0,1,0,0,1,1,0,0,1,0,1
469,0,6,0,1,1,1,1,1,3,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,3,0,0,1,1,1,1,1,35.0,1,1,1,0,0,1,1,0,1,0,0,1
470,0,2,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,0,23.0,0,0,1,0,0,1,1,1,1,0,0,1
471,0,6,0,1,1,0,0,1,4,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,37.0,1,0,0,0,0,1,1,0,1,0,0,1
472,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,35.0,1,1,1,1,0,1,1,0,1,0,0,0
473,0,3,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,0,27.0,1,1,1,1,0,1,1,1,1,0,0,1
474,0,1,1,1,1,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,27.0,2,1,1,1,0,1,1,1,0,1,0,1
475,0,6,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,27.0,0,0,1,0,0,1,1,0,0,1,0,0
476,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,42.0,1,1,1,0,0,1,1,0,1,0,0,1
477,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,1,1,1,0,0,32.0,0,0,1,0,0,1,1,0,0,0,1,1
478,0,2,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,26.0,1,1,1,1,0,0,0,1,1,0,0,1
479,0,4,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,28.0,0,1,0,0,0,0,0,0,1,0,0,0
480,0,2,1,1,1,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,28.0,1,0,1,0,0,1,1,0,1,0,0,0
481,0,4,1,1,1,0,0,1,2,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,3,0,0,1,1,1,1,1,32.0,1,1,1,0,0,1,1,0,1,0,0,1
483,0,3,1,1,1,0,1,1,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,3,0,0,1,1,1,1,1,34.0,0,1,0,0,0,1,1,0,1,0,0,1
489,0,5,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,1,1,1,1,1,34.0,2,0,1,0,0,1,1,0,1,0,0,1
490,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,1,1,43.0,2,1,1,0,0,1,1,1,1,0,0,1
491,0,4,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,2,1,0,0,0,0,0,0,43.0,1,0,0,1,0,1,1,1,0,1,0,1
492,0,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,4,1,0,1,1,1,1,1,44.0,2,0,0,1,0,1,1,0,1,0,0,1
493,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,1,1,1,1,1,35.0,1,0,0,1,0,1,1,1,1,0,0,1
494,0,3,1,1,1,1,0,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,50.0,2,1,0,0,0,1,1,0,1,0,0,0
495,0,4,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,29.0,1,1,0,1,0,1,1,1,1,0,0,1
496,0,4,1,1,1,1,1,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,1,1,1,1,1,29.0,0,0,1,0,0,1,1,0,1,0,0,1
497,0,5,0,1,1,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,4,0,0,1,0,0,0,0,36.0,1,1,1,1,0,0,0,0,1,0,0,0
500,0,6,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,3,1,1,0,0,0,1,1,46.0,2,0,0,1,0,1,1,1,1,0,0,1
502,0,6,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,23.0,1,0,0,1,0,1,1,1,1,0,0,1
503,0,2,1,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,1,1,1,41.0,1,1,1,0,0,1,1,1,1,0,0,1
504,0,6,1,1,1,0,1,0,3,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,31.0,1,0,1,0,0,0,0,1,1,0,0,1
505,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,55.0,1,0,0,1,0,1,1,0,1,0,0,1
506,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,34.0,1,1,1,1,0,1,1,0,1,0,0,0
507,0,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,3,1,0,1,1,1,0,1,28.0,2,1,1,0,0,1,1,0,0,1,0,1
508,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,1,1,1,1,1,1,1,33.0,1,1,0,1,0,1,1,0,1,0,0,1
509,0,4,1,1,1,0,0,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,4,1,0,1,1,1,1,1,29.0,1,1,0,0,0,1,1,0,1,0,0,1
510,0,6,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,3,0,0,1,1,1,1,1,33.0,1,1,1,0,0,1,1,0,0,1,0,1
512,0,6,1,1,1,1,1,1,2,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,3,1,0,1,1,1,1,1,28.0,1,0,0,0,1,1,1,0,1,0,0,1
513,0,3,1,1,1,0,1,1,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,1,1,0,1,32.0,1,0,0,1,0,1,1,0,1,0,0,1
514,0,2,1,1,1,1,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,36.0,0,0,1,0,0,1,1,1,0,1,0,1
515,0,6,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,1,1,1,1,0,0,0,1,1,0,0,1
517,0,6,0,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,1,0,0,0
520,0,3,1,1,1,0,0,0,2,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,29.0,1,1,1,1,0,1,1,0,0,1,0,1
521,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,31.0,1,1,0,0,0,0,0,0,1,0,0,1
523,0,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,3,1,1,1,1,1,1,1,29.0,0,1,0,0,0,0,0,1,1,0,0,1
525,0,3,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,30.0,1,1,1,1,0,0,0,0,1,0,0,0
526,0,6,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,1,1,55.0,2,0,1,0,0,0,0,0,1,0,0,1
527,0,2,0,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,3,0,0,1,1,1,1,1,38.0,0,1,1,0,0,1,1,0,0,1,0,1
528,0,2,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,20.0,1,1,1,0,0,0,0,0,1,0,0,0
529,0,4,1,1,0,1,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,4,0,0,1,1,1,1,1,25.0,1,1,1,0,0,1,1,0,1,0,0,1
532,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,1,1,1,27.0,0,1,1,1,0,1,1,0,1,0,0,1
533,0,2,0,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,24.0,1,1,1,1,0,1,1,0,1,0,0,1
535,0,3,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,29.0,0,1,1,0,0,0,0,1,1,0,0,1
536,0,3,1,1,0,0,0,0,3,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,40.0,0,1,0,0,0,1,1,0,0,1,0,1
537,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,30.0,2,1,1,1,0,1,1,1,1,0,0,1
538,0,3,1,1,1,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,32.0,1,0,0,1,0,0,0,0,1,0,0,0
540,0,2,1,1,1,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,35.0,1,1,0,0,0,0,0,0,0,1,0,1
542,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,1,1,0,1,36.0,0,1,0,0,0,0,0,0,1,0,0,1
543,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,26.0,1,1,0,1,0,0,0,0,1,0,0,0
544,0,5,0,1,1,0,1,0,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,3,1,0,1,1,1,1,1,31.0,0,0,0,0,0,0,0,0,0,1,0,1
545,0,3,0,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,33.0,0,1,1,1,0,0,0,0,1,0,0,1
548,0,4,1,1,0,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,3,0,0,1,1,1,1,1,32.0,1,0,0,0,1,1,1,0,1,0,0,1
549,0,4,1,1,1,0,0,1,4,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,34.0,1,1,0,0,0,1,1,0,1,0,0,0
550,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,3,1,0,1,1,1,1,1,41.0,2,0,0,1,0,1,1,0,1,0,0,1
551,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,3,1,0,0,0,0,0,0,32.0,2,1,0,0,0,1,1,0,1,0,0,0
552,0,6,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,3,0,0,1,1,1,1,1,47.0,1,0,0,0,0,1,1,0,1,0,0,1
553,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,1,1,0,0,29.0,2,0,0,1,0,1,1,0,1,0,0,1
554,0,4,0,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,1,1,36.0,1,1,1,1,0,1,1,0,1,0,0,1
555,0,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,32.0,1,0,0,1,0,1,1,0,1,0,0,1
556,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,3,0,0,1,1,1,0,1,29.0,1,0,0,1,0,1,1,1,1,0,0,1
557,0,1,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,22.0,0,1,0,1,1,0,0,0,1,0,0,0
558,0,6,1,1,1,1,0,0,4,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,4,1,1,1,1,1,1,1,32.0,1,1,0,0,0,1,1,0,0,1,0,1
559,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,19.0,0,0,1,0,0,1,1,0,0,1,0,0
560,0,2,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,30.0,1,1,1,0,0,0,0,0,1,0,0,0
561,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,4,0,0,1,1,1,1,1,32.0,2,1,0,0,0,1,1,1,0,0,1,1
562,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,22.0,1,0,1,0,0,1,1,0,1,0,0,0
564,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,2,0,0,1,1,1,0,0,33.6880650994575,1,1,0,0,0,1,1,0,1,0,0,1
565,0,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,33.0,1,1,0,0,0,0,0,0,1,0,0,0
566,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,48.0,0,0,1,0,0,0,0,0,0,1,0,1
568,0,3,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,1,1,1,28.0,1,1,0,0,0,0,0,0,1,0,0,1
569,0,4,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,44.0,1,1,0,0,0,1,1,0,1,0,0,1
570,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,31.0,1,1,1,0,0,1,1,0,1,0,0,0
571,0,3,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,31.0,1,1,0,0,0,1,1,0,0,1,0,1
572,0,6,1,1,1,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,29.0,0,0,0,1,0,1,1,0,1,0,0,0
573,0,6,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,26.0,0,1,1,0,1,1,1,0,1,0,0,0
574,0,4,0,1,1,1,1,0,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,4,0,0,1,1,1,1,1,35.0,1,0,1,0,0,1,1,0,0,1,0,1
576,0,2,1,1,1,0,0,0,2,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,3,1,0,1,1,1,1,1,45.0,2,0,0,0,1,1,1,0,1,0,0,1
577,0,2,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,22.0,1,1,1,1,0,1,1,0,0,1,0,1
578,0,4,1,1,1,1,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,3,1,0,1,1,1,0,0,34.0,1,1,1,0,0,1,1,1,1,0,0,1
579,0,3,1,1,1,0,0,0,3,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,3,1,0,1,1,1,0,0,35.0,0,0,1,0,0,0,0,1,1,0,0,1
581,0,2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,1,1,1,26.0,0,1,1,1,0,0,0,1,1,0,0,1
583,0,6,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,4,1,0,1,1,1,1,1,24.0,1,1,1,0,0,0,0,0,1,0,0,1
584,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2,1,0,1,1,1,1,1,24.0,0,1,1,1,0,1,1,0,1,0,0,1
585,0,3,1,1,1,1,0,0,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,34.0,1,1,0,0,0,1,1,0,1,0,0,1
587,0,5,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,3,1,0,1,1,1,1,1,41.0,1,0,0,0,0,0,0,1,1,0,0,1
588,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,1,1,21.0,0,0,0,1,0,1,1,0,1,0,0,1
589,0,4,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,1,0,1,1,1,1,1,33.0,1,1,0,0,0,0,0,0,1,0,0,1
590,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,3,0,0,1,1,1,0,1,32.0,2,1,1,1,1,0,0,0,1,0,0,1
591,0,6,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,1,1,1,1,1,62.0,0,1,0,0,0,1,1,0,0,1,0,1
592,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,37.0,1,1,0,0,0,1,1,0,1,0,0,1
593,0,3,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,32.0,2,1,0,0,0,1,1,1,1,0,0,1
595,0,2,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,28.0,1,1,1,0,0,1,1,1,1,0,0,1
598,0,3,1,1,1,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,29.0,0,1,1,1,1,0,0,0,1,0,0,1
599,0,3,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,33.0,0,1,0,0,0,0,0,0,1,0,0,0
600,0,3,0,1,1,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,0,27.0,1,0,0,1,0,0,0,0,1,0,0,1
601,0,3,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,24.0,1,0,0,0,0,0,0,0,1,0,0,0
603,0,1,1,1,1,1,1,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,4,0,0,1,1,1,0,1,42.0,2,0,0,0,1,1,1,1,1,0,0,1
604,0,3,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,28.0,1,1,1,1,0,0,0,0,1,0,0,0
605,0,5,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,4,1,1,1,1,1,1,1,40.0,2,1,0,1,1,0,0,0,1,0,0,1
606,0,6,1,1,1,0,0,1,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,32.0,2,0,0,0,1,1,1,1,0,1,0,1
609,0,2,1,1,1,1,0,0,4,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,26.0,0,1,0,1,0,1,1,0,1,0,0,1
610,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,3,1,1,1,1,1,1,1,39.0,1,1,1,0,1,1,1,0,0,1,0,1
611,0,5,0,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0,38.0,0,0,0,1,0,0,0,1,1,0,0,1
